Time,HoTe,AwTe,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Ref,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HBP,ABP,HTTG,FTTG,TS,TST,TC,TF,TY,TR
15:00,Barnsley,Port Vale,7,0,H,2,0,H,D Rock,12,13,8,4,15,14,3,6,6,2,0,0,60,20,2,7,25,12,9,29,8,0
15:00,Blackpool,Burton,2,0,H,2,0,H,S Stockbridge,15,9,4,3,10,12,7,4,4,1,0,0,40,10,2,2,24,7,11,22,5,0
15:00,Bolton,Lincoln,3,0,H,1,0,H,W Finnie,16,6,4,0,19,16,10,1,3,3,0,0,30,30,1,3,22,4,11,35,6,0
15:00,Cambridge,Oxford,2,0,H,2,0,H,S Gill,10,10,6,3,9,10,2,10,4,1,0,0,40,10,2,2,20,9,12,19,5,0
15:00,Carlisle,Fleetwood Town,1,1,D,1,1,D,P Wright,15,13,6,5,8,18,5,2,2,3,0,0,20,30,2,2,28,11,7,26,5,0
15:00,Charlton,Leyton Orient,1,0,H,1,0,H,A Kitchen,13,8,5,3,9,14,2,3,3,2,0,0,30,20,1,1,21,8,5,23,5,0
15:00,Derby,Wigan,1,2,A,0,1,A,S Oldham,21,7,5,3,11,6,11,4,2,2,0,0,20,20,1,3,28,8,15,17,4,0
15:00,Northampton,Stevenage,0,1,A,0,0,D,L Smith,8,14,0,5,13,12,7,4,2,3,0,0,20,30,0,1,22,5,11,25,5,0
15:00,Portsmouth,Bristol Rvs,1,1,D,0,1,A,S Allison,21,10,5,6,14,13,11,3,4,3,0,0,40,30,1,2,31,11,14,27,7,0
15:00,Reading,Peterboro,0,1,A,0,1,A,S Mather,15,13,4,6,12,9,6,6,6,4,0,0,60,40,1,1,28,10,12,21,10,0
15:00,Shrewsbury,Cheltenham,1,0,H,0,0,D,C Pollard,12,16,3,4,10,7,5,4,3,2,0,0,30,20,0,1,28,7,9,17,5,0
15:00,Wycombe,Exeter,0,3,A,0,2,A,C Breakspear,10,11,1,7,11,12,4,5,2,2,0,0,20,20,2,3,21,8,9,23,4,0
15:00,Bristol Rvs,Barnsley,1,1,D,0,1,A,C Brook,15,9,4,3,13,10,7,2,0,3,0,0,0,30,1,2,24,7,9,23,3,0
15:00,Burton,Derby,0,3,A,0,1,A,J Bell,14,8,2,5,12,7,6,2,1,3,0,0,10,30,1,3,22,7,8,19,4,0
15:00,Cheltenham,Bolton,0,3,A,0,3,A,D Rock,5,16,2,7,7,9,3,9,2,1,0,0,20,10,3,3,21,9,12,16,3,0
15:00,Exeter,Blackpool,0,0,D,0,0,D,S Purkiss,11,4,1,3,6,7,6,7,2,1,0,0,20,10,0,0,15,4,13,13,3,0
15:00,Fleetwood Town,Cambridge,0,2,A,0,1,A,S Stockbridge,13,16,2,7,16,14,9,6,3,3,0,0,30,30,1,2,29,9,15,30,6,0
15:00,Leyton Orient,Portsmouth,0,4,A,0,2,A,O Yates,11,10,3,4,10,8,3,3,2,2,0,0,20,20,2,4,21,7,6,18,4,0
15:00,Lincoln,Wycombe,3,0,H,0,0,D,A Herczeg,14,7,8,4,11,12,3,6,2,2,0,0,20,20,0,3,21,12,9,23,4,0
15:00,Oxford,Carlisle,1,0,H,0,0,D,J Simpson,14,8,3,0,9,17,5,4,0,4,0,0,0,40,0,1,22,3,9,26,4,0
15:00,Peterboro,Charlton,1,0,H,1,0,H,L Swabey,14,12,3,2,15,12,7,5,5,5,0,0,50,50,1,1,26,5,12,27,10,0
15:00,Port Vale,Reading,1,0,H,0,0,D,P Wright,17,9,3,1,7,11,5,2,0,2,0,0,0,20,0,1,26,4,7,18,2,0
15:00,Stevenage,Shrewsbury,2,0,H,0,0,D,C Hicks,14,2,6,1,7,12,13,3,0,3,0,0,0,30,0,2,16,7,16,19,3,0
15:00,Wigan,Northampton,2,1,H,0,1,A,R Joyce,24,17,5,3,10,14,8,5,4,4,0,0,40,40,1,3,41,8,13,24,8,0
19:45,Barnsley,Peterboro,1,3,A,0,0,D,A Backhouse,13,18,7,9,7,7,10,5,0,1,0,0,0,10,0,4,31,16,15,14,1,0
19:45,Blackpool,Port Vale,0,0,D,0,0,D,R Joyce,14,8,4,1,5,9,4,2,1,1,0,0,10,10,0,0,22,5,6,14,2,0
19:45,Bolton,Fleetwood Town,3,1,H,3,0,H,T Nield,8,10,5,7,11,12,5,12,2,4,1,0,45,40,3,4,18,12,17,23,6,1
19:45,Cambridge,Stevenage,1,2,A,0,1,A,W Finnie,11,11,3,6,11,17,6,3,0,3,0,0,0,30,1,3,22,9,9,28,3,0
19:45,Carlisle,Wigan,1,1,D,0,1,A,M Edwards,11,14,2,4,15,6,3,5,4,2,0,0,40,20,1,2,25,6,8,21,6,0
19:45,Charlton,Bristol Rvs,1,2,A,0,0,D,C Breakspear,18,14,5,7,12,6,7,5,1,2,0,0,10,20,0,3,32,12,12,18,3,0
19:45,Derby,Oxford,1,2,A,0,1,A,B Toner,11,14,4,4,17,13,15,4,5,2,0,0,50,20,1,3,25,8,19,30,7,0
19:45,Northampton,Lincoln,2,2,D,0,1,A,O Yates,19,6,9,3,9,7,3,1,1,0,0,0,10,0,1,4,25,12,4,16,1,0
19:45,Shrewsbury,Burton,2,1,H,2,0,H,S Oldham,9,12,3,4,7,14,4,3,1,4,0,0,10,40,2,3,21,7,7,21,5,0
19:45,Wycombe,Leyton Orient,3,2,H,1,1,D,T Parsons,15,15,6,6,4,8,3,7,1,3,0,1,10,55,2,5,30,12,10,12,4,1
20:00,Portsmouth,Exeter,1,0,H,0,0,D,T Reeves,13,9,7,5,14,11,8,6,5,1,0,0,50,10,0,1,22,12,14,25,6,0
20:00,Reading,Cheltenham,1,0,H,1,0,H,B Speedie,11,10,4,3,11,7,7,7,2,2,0,0,20,20,1,1,21,7,14,18,4,0
12:30,Bolton,Wigan,0,4,A,0,3,A,T Reeves,20,11,4,5,18,11,4,2,2,3,0,0,20,30,3,4,31,9,6,29,5,0
15:00,Barnsley,Oxford,1,3,A,0,1,A,M Coy,14,14,6,8,10,5,9,8,3,2,0,0,30,20,1,4,28,14,17,15,5,0
15:00,Blackpool,Leyton Orient,0,0,D,0,0,D,M Edwards,15,9,5,2,8,8,8,1,0,4,0,0,0,40,0,0,24,7,9,16,4,0
15:00,Cambridge,Bristol Rvs,2,0,H,0,0,D,J Busby,12,7,4,5,16,10,6,4,1,3,0,0,10,30,0,2,19,9,10,26,4,0
15:00,Carlisle,Exeter,0,2,A,0,0,D,A Herczeg,13,11,6,3,5,10,11,3,0,1,0,0,0,10,0,2,24,9,14,15,1,0
15:00,Charlton,Port Vale,2,3,A,1,0,H,S Gill,17,15,7,5,15,13,9,4,4,3,0,0,40,30,1,5,32,12,13,28,7,0
15:00,Derby,Fleetwood Town,1,0,H,1,0,H,L Swabey,14,8,3,2,11,13,7,9,3,3,0,0,30,30,1,1,22,5,16,24,6,0
15:00,Northampton,Peterboro,1,0,H,0,0,D,M Woods,9,17,2,1,7,9,4,5,1,2,0,0,10,20,0,1,26,3,9,16,3,0
15:00,Portsmouth,Cheltenham,0,0,D,0,0,D,B Toner,15,12,5,1,9,14,5,5,0,3,0,0,0,30,0,0,27,6,10,23,3,0
15:00,Reading,Stevenage,2,0,H,1,0,H,A Backhouse,20,6,7,4,12,8,7,0,0,3,0,1,0,55,1,2,26,11,7,20,3,1
15:00,Shrewsbury,Lincoln,0,1,A,0,0,D,R Joyce,11,7,2,3,9,13,6,1,2,4,0,0,20,40,0,1,18,5,7,22,6,0
15:00,Wycombe,Burton,0,0,D,0,0,D,T Kirk,14,7,8,3,10,10,6,2,2,2,0,0,20,20,0,0,21,11,8,20,4,0
15:00,Bristol Rvs,Wycombe,1,2,A,0,1,A,L Swabey,12,12,1,5,12,6,7,3,3,0,0,0,30,0,1,3,24,6,10,18,3,0
15:00,Burton,Bolton,1,1,D,0,0,D,C Brook,13,17,3,6,13,12,4,8,6,2,0,0,60,20,0,2,30,9,12,25,8,0
15:00,Cheltenham,Northampton,0,1,A,0,0,D,T Nield,8,15,2,2,8,8,1,8,1,2,0,0,10,20,0,1,23,4,9,16,3,0
15:00,Exeter,Reading,2,1,H,1,1,D,W Finnie,20,12,4,3,10,9,7,7,3,4,0,0,30,40,2,3,32,7,14,19,7,0
15:00,Fleetwood Town,Shrewsbury,0,1,A,0,1,A,B Speedie,9,5,1,2,14,12,9,1,1,3,2,0,60,30,1,1,14,3,10,26,4,2
15:00,Leyton Orient,Cambridge,2,0,H,1,0,H,S Martin,16,10,3,3,15,14,5,7,4,4,0,0,40,40,1,2,26,6,12,29,8,0
15:00,Lincoln,Blackpool,3,0,H,2,0,H,M Coy,11,14,5,3,13,13,1,2,1,0,0,1,10,25,2,3,25,8,3,26,1,1
15:00,Oxford,Charlton,2,1,H,1,0,H,A Herczeg,16,9,5,3,11,16,7,1,3,6,0,0,30,60,1,3,25,8,8,27,9,0
15:00,Peterboro,Derby,2,4,A,1,4,A,L Smith,16,14,6,5,6,12,8,9,2,1,0,0,20,10,5,6,30,11,17,18,3,0
15:00,Port Vale,Carlisle,1,0,H,0,0,D,T Reeves,17,10,5,2,6,9,8,8,0,0,0,0,0,0,0,1,27,7,16,15,0,0
15:00,Stevenage,Portsmouth,0,0,D,0,0,D,S Mather,12,13,3,2,12,13,4,7,4,3,1,1,65,55,0,0,25,5,11,25,7,2
15:00,Wigan,Barnsley,0,2,A,0,1,A,S Stockbridge,9,19,1,8,7,14,4,5,1,3,1,0,35,30,1,2,28,9,9,21,4,1
15:00,Blackpool,Wigan,2,1,H,1,0,H,A Backhouse,14,6,7,3,14,7,4,3,3,3,0,0,30,30,1,3,20,10,7,21,6,0
15:00,Bolton,Derby,2,1,H,1,1,D,C Breakspear,17,10,4,1,11,9,7,6,3,2,0,1,30,45,2,3,27,5,13,20,5,1
15:00,Bristol Rvs,Lincoln,1,1,D,0,0,D,L Smith,11,12,3,5,9,8,7,5,2,3,0,0,20,30,0,2,23,8,12,17,5,0
15:00,Burton,Exeter,0,1,A,0,0,D,G Eltringham,9,16,5,4,14,8,3,5,2,1,1,0,45,10,0,1,25,9,8,22,3,1
15:00,Carlisle,Shrewsbury,2,0,H,0,0,D,B Toner,11,9,2,2,11,8,8,6,2,4,0,0,20,40,0,2,20,4,14,19,6,0
15:00,Charlton,Fleetwood Town,2,1,H,1,1,D,C Brook,17,11,4,3,12,12,13,4,4,3,0,0,40,30,2,3,28,7,17,24,7,0
15:00,Cheltenham,Barnsley,0,2,A,0,0,D,S Gill,17,19,5,5,9,11,7,4,3,3,0,0,30,30,0,2,36,10,11,20,6,0
15:00,Leyton Orient,Stevenage,0,3,A,0,2,A,K Stroud,8,10,2,4,13,9,9,6,2,1,0,0,20,10,2,3,18,6,15,22,3,0
15:00,Northampton,Wycombe,0,1,A,0,1,A,T Reeves,20,7,6,1,12,9,5,3,0,2,0,0,0,20,1,1,27,7,8,21,2,0
15:00,Oxford,Port Vale,1,2,A,0,0,D,S Purkiss,13,8,6,5,8,14,5,3,1,2,2,0,60,20,0,3,21,11,8,22,3,2
15:00,Portsmouth,Peterboro,3,1,H,2,1,H,D Rock,18,16,7,4,10,12,10,9,1,3,1,0,35,30,3,4,34,11,19,22,4,1
20:00,Cambridge,Reading,1,0,H,0,0,D,D Drysdale,17,13,3,4,8,15,9,5,1,4,0,0,10,40,0,1,30,7,14,23,5,0
15:00,Exeter,Leyton Orient,1,2,A,0,0,D,B Toner,5,19,2,7,12,10,4,10,3,3,0,0,30,30,0,3,24,9,14,22,6,0
15:00,Stevenage,Carlisle,2,2,D,1,1,D,D Drysdale,16,4,8,2,13,10,11,2,2,2,0,0,20,20,2,4,20,10,13,23,4,0
15:00,Barnsley,Burton,2,0,H,1,0,H,M Edwards,8,8,3,1,5,10,0,2,0,0,0,0,0,0,1,2,16,4,2,15,0,0
15:00,Derby,Portsmouth,1,1,D,0,0,D,R Welch,8,14,1,5,16,9,4,8,2,3,0,0,20,30,0,2,22,6,12,25,5,0
15:00,Exeter,Cheltenham,1,0,H,0,0,D,M Woods,20,9,7,2,11,9,8,2,3,2,0,0,30,20,0,1,29,9,10,20,5,0
15:00,Fleetwood Town,Oxford,0,3,A,0,2,A,W Finnie,11,10,0,5,12,7,9,4,2,0,0,0,20,0,2,3,21,5,13,19,2,0
15:00,Lincoln,Carlisle,1,1,D,0,1,A,T Nield,12,14,4,6,9,13,2,1,1,5,0,0,10,50,1,2,26,10,3,22,6,0
15:00,Peterboro,Leyton Orient,1,1,D,1,1,D,S Tallis,7,6,5,2,8,17,6,3,2,3,0,0,20,30,2,2,13,7,9,25,5,0
15:00,Port Vale,Northampton,1,0,H,0,0,D,S Oldham,13,5,4,1,7,6,5,3,1,0,0,0,10,0,0,1,18,5,8,13,1,0
15:00,Reading,Bolton,2,1,H,0,1,A,L Swabey,18,10,7,5,17,15,6,4,3,4,0,1,30,65,1,3,28,12,10,32,7,1
15:00,Shrewsbury,Bristol Rvs,0,2,A,0,0,D,T Reeves,12,9,4,4,14,10,5,6,2,3,0,0,20,30,0,2,21,8,11,24,5,0
15:00,Stevenage,Charlton,1,1,D,1,0,H,P Wright,9,12,3,1,10,16,5,4,3,3,0,0,30,30,1,2,21,4,9,26,6,0
15:00,Wigan,Cambridge,2,1,H,0,0,D,A Herczeg,6,18,3,3,13,10,3,2,2,0,0,0,20,0,0,3,24,6,5,23,2,0
15:00,Wycombe,Blackpool,2,0,H,1,0,H,N Hair,10,11,4,2,14,11,0,5,3,1,0,0,30,10,1,2,21,6,5,25,4,0
19:45,Barnsley,Portsmouth,2,3,A,0,3,A,L Smith,15,16,3,6,13,8,3,5,0,1,0,0,0,10,3,5,31,9,8,21,1,0
19:45,Peterboro,Cheltenham,3,0,H,0,0,D,S Oldham,24,2,5,0,7,6,15,1,0,0,0,2,0,50,0,3,26,5,16,13,0,2
19:45,Port Vale,Burton,2,3,A,1,1,D,B Toner,19,8,9,3,11,12,7,1,2,3,0,0,20,30,2,5,27,12,8,23,5,0
15:00,Blackpool,Reading,4,1,H,3,0,H,T Reeves,17,5,6,4,7,12,10,3,0,1,0,0,0,10,3,5,22,10,13,19,1,0
15:00,Bolton,Peterboro,1,1,D,1,1,D,R Joyce,7,25,3,6,11,14,8,10,4,2,1,0,65,20,2,2,32,9,18,25,6,1
15:00,Bristol Rvs,Wigan,4,1,H,2,1,H,G Eltringham,15,9,6,3,12,15,3,5,3,2,0,0,30,20,3,5,24,9,8,27,5,0
15:00,Burton,Fleetwood Town,1,1,D,1,1,D,O Yates,13,13,2,4,9,9,4,5,2,0,0,0,20,0,2,2,26,6,9,18,2,0
15:00,Cambridge,Port Vale,1,1,D,0,1,A,C Pollard,12,8,5,2,9,14,7,7,0,4,0,0,0,40,1,2,20,7,14,23,4,0
15:00,Carlisle,Derby,0,2,A,0,1,A,M Coy,9,9,4,2,8,13,8,2,1,1,0,0,10,10,1,2,18,6,10,21,2,0
15:00,Charlton,Wycombe,3,1,H,1,0,H,B Toner,9,12,6,1,15,10,7,6,3,2,0,0,30,20,1,4,21,7,13,25,5,0
15:00,Cheltenham,Stevenage,0,3,A,0,1,A,L Doughty,9,21,2,9,4,14,5,4,1,1,0,0,10,10,1,3,30,11,9,18,2,0
15:00,Leyton Orient,Shrewsbury,1,0,H,1,0,H,L Smith,9,12,1,5,12,9,7,7,4,1,0,0,40,10,1,1,21,6,14,21,5,0
15:00,Northampton,Barnsley,1,2,A,0,1,A,A Young,12,9,5,4,9,13,10,2,0,4,0,0,0,40,1,3,21,9,12,22,4,0
15:00,Oxford,Exeter,3,0,H,1,0,H,D Middleton,9,14,4,5,11,13,3,4,1,1,0,0,10,10,1,3,23,9,7,24,2,0
15:00,Portsmouth,Lincoln,2,1,H,2,1,H,P Howard,11,10,3,4,7,11,3,1,3,2,0,0,30,20,3,3,21,7,4,18,5,0
15:00,Barnsley,Blackpool,0,1,A,0,1,A,C Breakspear,13,6,0,3,10,13,5,2,1,7,0,0,10,70,1,1,19,3,7,23,8,0
15:00,Derby,Cambridge,0,0,D,0,0,D,O Yates,12,4,2,1,11,12,9,3,2,2,0,0,20,20,0,0,16,3,12,23,4,0
15:00,Exeter,Northampton,0,2,A,0,1,A,N Hair,10,11,2,7,11,14,6,2,1,5,0,0,10,50,1,2,21,9,8,25,6,0
15:00,Fleetwood Town,Leyton Orient,1,0,H,0,0,D,S Mather,14,15,3,5,10,10,6,6,1,3,1,1,35,55,0,1,29,8,12,20,4,2
15:00,Lincoln,Cheltenham,2,0,H,2,0,H,B Atkinson,9,10,3,1,14,10,2,5,4,1,0,0,40,10,2,2,19,4,7,24,5,0
15:00,Peterboro,Bristol Rvs,2,0,H,1,0,H,B Toner,15,16,7,2,9,14,9,9,5,2,0,0,50,20,1,2,31,9,18,23,7,0
15:00,Port Vale,Bolton,0,1,A,0,1,A,D Bourne,15,13,6,5,6,14,8,5,2,3,0,0,20,30,1,1,28,11,13,20,5,0
15:00,Reading,Burton,0,0,D,0,0,D,S Purkiss,20,3,7,1,7,11,5,2,1,4,0,0,10,40,0,0,23,8,7,18,5,0
15:00,Shrewsbury,Charlton,0,0,D,0,0,D,E Duckworth,15,14,8,6,6,9,7,7,1,4,0,0,10,40,0,0,29,14,14,15,5,0
15:00,Stevenage,Oxford,1,3,A,1,1,D,C Brook,11,15,3,4,10,9,9,8,1,2,0,0,10,20,2,4,26,7,17,19,3,0
15:00,Wigan,Portsmouth,1,2,A,1,2,A,W Finnie,7,16,1,5,17,16,1,9,3,2,1,0,55,20,3,3,23,6,10,33,5,1
15:00,Wycombe,Carlisle,2,0,H,1,0,H,S Tallis,19,12,6,1,12,10,8,2,2,1,0,1,20,35,1,2,31,7,10,22,3,1
19:45,Blackpool,Derby,1,3,A,0,0,D,W Finnie,10,9,4,5,6,11,9,3,1,1,0,0,10,10,0,4,19,9,12,17,2,0
19:45,Bolton,Stevenage,3,2,H,1,1,D,J Smith,9,11,4,3,13,13,4,5,3,2,0,0,30,20,2,5,20,7,9,26,5,0
19:45,Bristol Rvs,Port Vale,3,0,H,2,0,H,B Speedie,10,6,7,2,11,13,8,3,1,1,0,1,10,35,2,3,16,9,11,24,2,1
19:45,Burton,Wigan,2,1,H,0,1,A,S Gill,15,12,5,1,14,16,3,4,2,3,1,0,45,30,1,3,27,6,7,30,5,1
19:45,Cambridge,Barnsley,0,4,A,0,2,A,T Parsons,17,12,8,7,7,12,6,6,2,2,0,0,20,20,2,4,29,15,12,19,4,0
19:45,Carlisle,Peterboro,1,1,D,0,0,D,S Simpson,8,15,1,6,8,14,3,8,2,0,0,0,20,0,0,2,23,7,11,22,2,0
19:45,Charlton,Exeter,4,1,H,1,1,D,D Rock,21,12,10,3,12,10,9,5,1,0,0,1,10,25,2,5,33,13,14,22,1,1
19:45,Cheltenham,Fleetwood Town,0,2,A,0,1,A,S Purkiss,7,20,2,5,16,11,0,3,2,5,1,0,45,50,1,2,27,7,3,27,7,1
19:45,Northampton,Reading,3,1,H,2,0,H,M Corlett,12,7,5,4,5,14,4,1,1,3,0,0,10,30,2,4,19,9,5,19,4,0
19:45,Oxford,Shrewsbury,3,0,H,1,0,H,C Breakspear,14,4,5,1,12,12,4,4,3,0,0,1,30,25,1,3,18,6,8,24,3,1
19:45,Portsmouth,Wycombe,2,1,H,0,1,A,A Young,11,8,3,1,8,13,14,2,2,4,0,0,20,40,1,3,19,4,16,21,6,0
12:30,Oxford,Bristol Rvs,2,1,H,1,0,H,S Mather,17,15,6,7,12,11,8,3,2,2,2,1,70,45,1,3,32,13,11,23,4,3
15:00,Bolton,Carlisle,1,3,A,1,1,D,S Stockbridge,12,15,3,9,11,9,7,7,2,3,0,0,20,30,2,4,27,12,14,20,5,0
15:00,Charlton,Blackpool,2,2,D,0,1,A,A Davies,18,9,5,4,5,6,5,3,2,3,0,0,20,30,1,4,27,9,8,11,5,0
15:00,Cheltenham,Derby,1,1,D,1,1,D,P Wright,6,17,2,8,17,8,1,8,1,0,0,0,10,0,2,2,23,10,9,25,1,0
15:00,Exeter,Barnsley,0,1,A,0,0,D,S Jackson,13,13,1,3,6,14,6,6,2,2,0,0,20,20,0,1,26,4,12,20,4,0
15:00,Fleetwood Town,Wycombe,1,4,A,0,3,A,R Joyce,9,17,4,12,14,5,5,3,2,2,1,0,45,20,3,5,26,16,8,19,4,1
15:00,Leyton Orient,Reading,2,1,H,1,1,D,N Hair,17,11,4,5,6,8,11,7,3,2,0,0,30,20,2,3,28,9,18,14,5,0
15:00,Peterboro,Lincoln,2,0,H,0,0,D,S Gill,13,12,5,0,10,8,6,4,1,2,0,0,10,20,0,2,25,5,10,18,3,0
15:00,Portsmouth,Port Vale,2,0,H,0,0,D,R Madley,13,14,4,3,8,14,6,6,1,3,0,0,10,30,0,2,27,7,12,22,4,0
15:00,Shrewsbury,Northampton,1,0,H,0,0,D,C Brook,13,17,2,2,9,13,3,10,1,3,0,0,10,30,0,1,30,4,13,22,4,0
15:00,Stevenage,Wigan,1,0,H,1,0,H,A Young,13,10,5,2,18,18,8,3,3,9,1,1,55,115,1,1,23,7,11,36,12,2
20:00,Burton,Cambridge,2,1,H,2,0,H,B Speedie,11,10,3,2,12,5,7,7,2,0,0,0,20,0,2,3,21,5,14,17,2,0
15:00,Blackpool,Stevenage,3,0,H,1,0,H,P Howard,14,7,3,3,9,7,6,7,1,3,0,0,10,30,1,3,21,6,13,16,4,0
15:00,Cambridge,Shrewsbury,1,1,D,0,0,D,S Tallis,10,15,1,2,11,10,4,5,2,1,0,0,20,10,0,2,25,3,9,21,3,0
15:00,Carlisle,Leyton Orient,0,1,A,0,1,A,E Duckworth,10,12,1,5,6,18,9,3,0,3,0,0,0,30,1,1,22,6,12,24,3,0
15:00,Lincoln,Burton,0,1,A,0,0,D,R Welch,10,6,3,1,8,9,4,4,1,4,1,0,35,40,0,1,16,4,8,17,5,1
15:00,Accrington,Charlton,2,2,D,0,1,A,B Speedie,22,11,6,3,12,13,6,4,3,0,0,0,30,0,1,4,33,9,10,25,3,0
15:00,Bristol Rvs,Forest Green,1,2,A,0,0,D,R Lewis,8,17,3,7,14,13,4,7,1,3,0,0,10,30,0,3,25,10,11,27,4,0
15:00,Cambridge,Milton Keynes Dons,1,0,H,1,0,H,J Busby,12,8,3,0,11,7,3,5,2,3,0,0,20,30,1,1,20,3,8,18,5,0
15:00,Cheltenham,Peterboro,2,3,A,2,0,H,T Nield,13,18,5,6,10,11,2,5,2,2,0,0,20,20,2,5,31,11,7,21,4,0
15:00,Derby,Oxford,1,0,H,0,0,D,A Backhouse,13,7,4,2,13,12,7,3,4,2,0,0,40,20,0,1,20,6,10,25,6,0
15:00,Ipswich,Bolton,1,1,D,1,1,D,S Barrott,17,4,5,1,13,14,8,6,2,2,0,0,20,20,2,2,21,6,14,27,4,0
15:00,Lincoln,Exeter,1,1,D,0,1,A,A Haines,11,7,2,2,6,11,8,4,1,2,0,0,10,20,1,2,18,4,12,17,3,0
15:00,Morecambe,Shrewsbury,0,0,D,0,0,D,M Edwards,7,17,2,1,12,13,4,3,2,2,0,0,20,20,0,0,24,3,7,25,4,0
15:00,Plymouth,Barnsley,1,0,H,1,0,H,C Breakspear,19,9,5,1,2,15,2,6,0,2,0,0,0,20,1,1,28,6,8,17,2,0
15:00,Port Vale,Fleetwood Town,2,1,H,2,1,H,P Wright,13,7,2,2,12,11,10,5,3,1,0,0,30,10,3,3,20,4,15,23,4,0
15:00,Sheffield Weds,Portsmouth,3,3,D,1,0,H,S Stockbridge,17,7,6,5,17,12,7,0,4,0,1,0,65,0,1,6,24,11,7,29,4,1
15:00,Wycombe,Burton,3,0,H,3,0,H,G Ward,16,11,7,1,6,6,2,5,0,0,0,0,0,0,3,3,27,8,7,12,0,0
15:00,Barnsley,Cheltenham,1,0,H,0,0,D,C Brook,13,7,3,2,13,10,8,1,0,4,0,0,0,40,0,1,20,5,9,23,4,0
15:00,Bolton,Wycombe,3,0,H,2,0,H,B Toner,21,17,6,3,12,6,4,7,0,2,0,0,0,20,2,3,38,9,11,18,2,0
15:00,Burton,Bristol Rvs,0,4,A,0,4,A,R Joyce,4,23,1,5,7,7,3,13,2,1,1,0,45,10,4,4,27,6,16,14,3,1
15:00,Charlton,Derby,1,0,H,0,0,D,C Pollard,14,13,7,2,11,7,5,4,2,1,0,0,20,10,0,1,27,9,9,18,3,0
15:00,Exeter,Port Vale,4,0,H,2,0,H,C Breakspear,18,6,7,2,11,8,4,7,2,0,0,0,20,0,2,4,24,9,11,19,2,0
15:00,Fleetwood Town,Plymouth,2,1,H,1,1,D,R Lewis,11,15,4,5,16,15,2,10,1,4,0,0,10,40,2,3,26,9,12,31,5,0
15:00,Forest Green,Ipswich,1,2,A,0,2,A,C Hicks,9,20,5,10,12,15,3,8,1,1,0,0,10,10,2,3,29,15,11,27,2,0
15:00,Milton Keynes Dons,Sheffield Weds,0,1,A,0,1,A,A Backhouse,10,15,5,4,8,14,5,3,0,4,0,0,0,40,1,1,25,9,8,22,4,0
15:00,Oxford,Cambridge,1,0,H,0,0,D,T Reeves,15,9,6,0,13,11,7,3,2,1,0,0,20,10,0,1,24,6,10,24,3,0
15:00,Peterboro,Morecambe,3,0,H,2,0,H,D Whitestone,18,7,9,2,16,10,9,2,1,1,0,0,10,10,2,3,25,11,11,26,2,0
15:00,Portsmouth,Lincoln,0,0,D,0,0,D,D Rock,16,4,6,0,10,15,3,4,0,1,0,0,0,10,0,0,20,6,7,25,1,0
15:00,Shrewsbury,Accrington,0,1,A,0,0,D,A Haines,13,11,4,2,13,7,8,7,0,2,1,0,25,20,0,1,24,6,15,20,2,1
12:30,Bristol Rvs,Oxford,1,0,H,1,0,H,O Langford,6,7,3,2,11,12,7,4,2,3,0,0,20,30,1,1,13,5,11,23,5,0
15:00,Accrington,Burton,4,4,D,0,2,A,S Barrott,20,15,8,5,8,15,4,4,0,0,0,0,0,0,2,8,35,13,8,23,0,0
15:00,Cambridge,Exeter,2,1,H,0,1,A,S Purkiss,16,17,5,2,4,8,8,7,3,2,0,0,30,20,1,3,33,7,15,12,5,0
15:00,Cheltenham,Portsmouth,0,2,A,0,1,A,B Toner,13,16,2,5,10,16,5,3,2,1,0,0,20,10,1,2,29,7,8,26,3,0
15:00,Derby,Barnsley,2,1,H,2,0,H,P Wright,6,8,2,2,7,13,6,5,1,1,0,0,10,10,2,3,14,4,11,20,2,0
15:00,Ipswich,Milton Keynes Dons,3,0,H,2,0,H,C Brook,18,6,9,2,8,6,10,3,0,1,0,0,0,10,2,3,24,11,13,14,1,0
15:00,Lincoln,Forest Green,1,1,D,0,0,D,D Bourne,17,9,3,4,9,8,5,4,3,3,0,0,30,30,0,2,26,7,9,17,6,0
15:00,Morecambe,Fleetwood Town,1,1,D,1,0,H,S Stockbridge,15,19,7,5,13,11,5,7,2,1,0,1,20,35,1,2,34,12,12,24,3,1
15:00,Plymouth,Peterboro,2,0,H,1,0,H,T Reeves,17,5,8,3,11,15,5,5,2,2,0,0,20,20,1,2,22,11,10,26,4,0
15:00,Port Vale,Bolton,0,0,D,0,0,D,R Joyce,17,13,4,5,9,11,3,7,2,1,0,1,20,35,0,0,30,9,10,20,3,1
15:00,Sheffield Weds,Charlton,1,0,H,0,0,D,B Madden,7,11,2,3,16,13,3,3,1,1,0,0,10,10,0,1,18,5,6,29,2,0
15:00,Wycombe,Shrewsbury,1,2,A,0,0,D,L Swabey,18,6,9,2,7,13,12,4,3,0,0,0,30,0,0,3,24,11,16,20,3,0
19:45,Barnsley,Bristol Rvs,3,0,H,2,0,H,D Drysdale,16,7,5,0,14,8,6,2,0,3,0,0,0,30,2,3,23,5,8,22,3,0
19:45,Bolton,Morecambe,1,0,H,1,0,H,A Backhouse,16,9,3,1,6,11,7,1,1,1,0,0,10,10,1,1,25,4,8,17,2,0
