Time,HoTe,AwTe,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Ref,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HBP,ABP,HTTG,FTTG,TS,TST,TC,TF,TY,TR
15:00,Sunderland,Cambridge,5,1,H,3,1,H,P Wright,28,4,11,1,10,10,4,2,0,2,0,1,0,45,4,6,32,12,6,20,2,1
15:00,Wigan,Plymouth,1,1,D,0,0,D,S Stockbridge,11,5,4,2,12,8,15,3,3,1,0,0,30,10,0,2,16,6,18,20,4,0
15:00,Wycombe,Sheffield Weds,1,0,H,0,0,D,A Davies,6,15,3,3,13,8,2,12,2,2,0,0,20,20,0,1,21,6,14,21,4,0
19:45,Fleetwood Town,Sheffield Weds,2,3,A,2,1,H,C Boyeson,5,22,2,6,12,10,1,8,3,2,0,0,30,20,3,5,27,8,9,22,5,0
19:45,Portsmouth,Wigan,3,2,H,0,2,A,C Hicks,15,12,5,5,13,16,5,7,1,2,0,0,10,20,2,5,27,10,12,29,3,0
19:45,Sunderland,Rotherham,1,1,D,0,1,A,R Madley,5,13,0,2,7,16,4,10,1,1,0,0,10,10,1,2,18,2,14,23,2,0
12:30,AFC Wimbledon,Accrington,3,4,A,0,3,A,D Rock,11,18,5,7,9,18,4,6,0,2,0,0,0,20,3,7,29,12,10,27,2,0
12:30,Bolton,Fleetwood Town,4,2,H,1,1,D,M Coy,14,10,6,5,4,8,5,5,0,2,0,0,0,20,2,6,24,11,10,12,2,0
12:30,Burton,Wycombe,1,2,A,0,1,A,R Madley,13,12,3,6,9,10,3,12,2,2,0,0,20,20,1,3,25,9,15,19,4,0
12:30,Cambridge,Cheltenham,2,2,D,1,1,D,T Reeves,18,15,7,3,9,13,10,6,2,3,0,1,20,55,2,4,33,10,16,22,5,1
12:30,Gillingham,Rotherham,0,2,A,0,1,A,S Barrott,7,17,2,7,10,11,4,10,3,3,0,0,30,30,1,2,24,9,14,21,6,0
12:30,Ipswich,Charlton,4,0,H,2,0,H,C Breakspear,21,10,4,2,14,8,6,5,0,1,0,0,0,10,2,4,31,6,11,22,1,0
12:30,Lincoln,Crewe,2,1,H,0,1,A,A Kitchen,15,12,11,5,10,5,4,8,0,0,0,0,0,0,1,3,27,16,12,15,0,0
12:30,Morecambe,Sunderland,0,1,A,0,1,A,G Ward,5,7,0,3,15,13,4,3,4,1,0,0,40,10,1,1,12,3,7,28,5,0
12:30,Oxford,Doncaster,1,1,D,1,0,H,T Kettle,14,6,6,2,12,15,5,7,0,1,0,0,0,10,1,2,20,8,12,27,1,0
12:30,Plymouth,Milton Keynes Dons,0,5,A,0,3,A,C Hicks,10,22,4,11,16,9,1,8,1,0,1,0,35,0,3,5,32,15,9,25,1,1
12:30,Sheffield Weds,Portsmouth,4,1,H,3,1,H,A Backhouse,13,11,8,3,8,14,7,4,3,1,0,0,30,10,4,5,24,11,11,22,4,0
12:30,Shrewsbury,Wigan,0,3,A,0,1,A,S Martin,7,11,4,4,19,11,0,6,2,0,0,0,20,0,1,3,18,8,6,30,2,0
